UserId,Gender,MonthOfBirth,IsPupilPremium,YearGroup
45039,Unspecified,2008-11-01,,9
45040,Unspecified,2006-10-01,,10
45041,Unspecified,2009-12-01,,7
45042,Unspecified,2009-04-01,,8
45043,Unspecified,2009-08-01,,8
45044,Unspecified,2007-07-01,,10
45045,Unspecified,2007-10-01,,9
45046,Unspecified,2008-01-01,,9
45047,Unspecified,2011-12-01,,5
45048,Unspecified,2007-01-01,,10
45049,Unspecified,2010-10-01,,6
45050,Unspecified,2008-10-01,,8
45051,Unspecified,2007-10-01,,9
45052,Unspecified,2008-03-01,,9
45053,Unspecified,2008-04-01,,9
45054,Unspecified,2009-06-01,,8
45055,Unspecified,2009-02-01,,8
45056,Unspecified,2008-06-01,,9
45057,Unspecified,2008-01-01,,9
45058,Unspecified,2009-03-01,,8
45059,Unspecified,2008-09-01,,8
45060,Unspecified,2007-07-01,,10
45061,Unspecified,2008-01-01,,9
45062,Unspecified,2008-09-01,,5
45063,Unspecified,2009-08-01,,8
45064,Unspecified,2011-07-01,,6
45065,Unspecified,2008-10-01,,8
45066,Unspecified,2009-11-01,,7
2072,Unspecified,2013-02-01,,5
45067,Unspecified,2010-11-01,,6
45068,Unspecified,2008-10-01,,8
45069,Unspecified,2007-07-01,,10
45070,Unspecified,2011-03-01,,6
45071,Unspecified,2010-01-01,,7
45072,Unspecified,2008-02-01,,9
45073,Unspecified,2008-03-01,,9
45074,Unspecified,2007-03-01,,10
45075,Unspecified,2008-04-01,,9
45076,Unspecified,2010-05-01,,8
45077,Unspecified,2011-01-01,,6
45078,Unspecified,2010-09-01,,6
45079,Unspecified,2010-01-01,,7
5834,Unspecified,2012-01-01,,5
45080,Unspecified,2011-02-01,,6
45081,Unspecified,2009-10-01,,7
45082,Unspecified,2012-01-01,,5
45083,Unspecified,2009-01-01,,8
45084,Unspecified,2011-04-01,,6
45085,Unspecified,2007-04-01,,10
45086,Unspecified,2007-10-01,,9
45087,Unspecified,2006-12-01,,10
45088,Unspecified,2008-11-01,,8
45089,Unspecified,2008-08-01,,9
45090,Unspecified,2007-09-01,,9
45091,Unspecified,2009-06-01,,8
45092,Unspecified,2009-01-01,,8
45093,Unspecified,2009-12-01,,7
45094,Unspecified,2009-02-01,,8
115,Unspecified,2007-10-01,,9
45095,Unspecified,2010-02-01,,7
45096,Unspecified,2008-06-01,,9
45097,Unspecified,2009-02-01,,8
171,Unspecified,2008-08-01,,10
45098,Unspecified,2009-06-01,,8
45099,Unspecified,2011-03-01,,6
45100,Unspecified,2007-11-01,,9
45101,Unspecified,2011-05-01,,6
45102,Unspecified,2008-11-01,,8
45103,Unspecified,2014-08-01,,5
45104,Unspecified,2014-08-01,,5
8572,Unspecified,2022-02-01,,6
45105,Unspecified,2010-03-01,,7
45106,Unspecified,2007-03-01,,10
6229,Unspecified,2010-09-01,,6
45107,Unspecified,2007-09-01,,9
45108,Unspecified,2012-09-01,,5
45109,Unspecified,2008-07-01,,9
45110,Unspecified,2008-01-01,,9
45111,Unspecified,2011-03-01,,6
45112,Unspecified,2008-12-01,,8
45113,Unspecified,2008-09-01,,8
45114,Unspecified,2008-05-01,,9
45115,Unspecified,2008-12-01,,8
45116,Unspecified,2008-10-01,,8
45117,Unspecified,2008-02-01,,9
45118,Unspecified,2009-11-01,,7
45119,Unspecified,2008-11-01,,8
45120,Unspecified,2007-11-01,,9
45121,Unspecified,2012-04-01,,5
45122,Unspecified,2007-09-01,,9
45123,Unspecified,2008-08-01,,9
45124,Unspecified,2009-08-01,,8
45125,Unspecified,2010-02-01,,7
45126,Unspecified,2007-02-01,,10
45127,Unspecified,2014-04-01,,5
45128,Unspecified,2009-03-01,,8
45129,Unspecified,2009-05-01,,8
45130,Unspecified,2009-03-01,,8
45131,Unspecified,2010-03-01,,7
45132,Unspecified,2009-01-01,,8
45133,Unspecified,2008-07-01,,9
45134,Unspecified,2007-09-01,,9
2656,Unspecified,2009-05-01,,8
45135,Unspecified,2008-12-01,,8
45136,Unspecified,2007-10-01,,9
45137,Unspecified,2007-01-01,,10
45138,Unspecified,2009-10-01,,7
45139,Unspecified,2008-09-01,,8
45140,Unspecified,2010-03-01,,7
45141,Unspecified,2010-06-01,,7
45142,Unspecified,2010-06-01,,7
45143,Unspecified,2008-08-01,,9
45144,Unspecified,2008-09-01,,8
45145,Unspecified,2011-01-01,,6
45146,Unspecified,2009-05-01,,8
45147,Unspecified,2009-01-01,,8
45148,Unspecified,2008-11-01,,8
45149,Unspecified,2009-06-01,,8
45150,Unspecified,2011-06-01,,6
45151,Unspecified,2006-06-01,,11
45152,Unspecified,2009-04-01,,8
45153,Unspecified,2007-08-01,,10
45154,Unspecified,2008-07-01,,9
45155,Unspecified,2008-12-01,,8
45156,Unspecified,2009-08-01,,8
45157,Unspecified,2010-06-01,,7
45158,Unspecified,2009-07-01,,8
45159,Unspecified,2007-02-01,,10
45160,Unspecified,2012-08-01,,5
45161,Unspecified,2008-12-01,,8
45162,Unspecified,2010-10-01,,6
45163,Unspecified,2010-05-01,,7
45164,Unspecified,2007-06-01,,10
45165,Unspecified,2011-06-01,,6
45166,Unspecified,2011-01-01,,6
45167,Unspecified,2011-01-01,,6
45168,Unspecified,2006-03-01,,11
45169,Unspecified,2008-12-01,,8
45170,Unspecified,2008-11-01,,8
45171,Unspecified,2007-04-01,,10
45172,Unspecified,2006-11-01,,10
45173,Unspecified,2009-01-01,,8
45174,Unspecified,2009-02-01,,8
45175,Unspecified,2008-09-01,,8
45176,Unspecified,2008-01-01,,9
45177,Unspecified,2009-01-01,,8
45178,Unspecified,2010-01-01,,7
45179,Unspecified,2008-03-01,,9
45180,Unspecified,2009-11-01,,7
45181,Unspecified,2009-06-01,,8
45182,Unspecified,2010-05-01,,7
45183,Unspecified,2010-02-01,,7
45184,Unspecified,2005-06-01,,9
45185,Unspecified,2008-01-01,,9
45186,Unspecified,2007-05-01,,10
45187,Unspecified,2007-10-01,,9
5105,Unspecified,2008-01-01,,9
45188,Unspecified,2011-02-01,,6
45189,Unspecified,2008-03-01,,9
45190,Unspecified,2007-05-01,,10
45191,Unspecified,1978-02-01,,7
45192,Unspecified,2009-08-01,,8
45193,Unspecified,2010-03-01,,7
45194,Unspecified,2010-04-01,,7
45195,Unspecified,2008-10-01,,8
45196,Unspecified,2008-08-01,,9
45197,Unspecified,2009-07-01,,8
45198,Unspecified,2008-08-01,,9
45199,Unspecified,2009-08-01,,8
45200,Unspecified,2008-07-01,,9
45201,Unspecified,2009-03-01,,8
45202,Unspecified,2007-07-01,,10
45203,Unspecified,2007-11-01,,9
45204,Unspecified,2010-12-01,,6
45205,Unspecified,2009-02-01,,8
45206,Unspecified,2008-05-01,,9
45207,Unspecified,2008-03-01,,9
45208,Unspecified,2009-12-01,,7
45209,Unspecified,2009-08-01,,8
45210,Unspecified,2006-12-01,,10
45211,Unspecified,2009-12-01,,7
45212,Unspecified,2009-04-01,,8
45213,Unspecified,2007-08-01,,10
45214,Unspecified,2011-02-01,,6
45215,Unspecified,2006-09-01,,10
45216,Unspecified,2010-11-01,,6
45217,Unspecified,2010-11-01,,6
45218,Unspecified,2008-08-01,,9
45219,Unspecified,2011-08-01,,6
45220,Unspecified,2009-01-01,,8
45221,Unspecified,2006-09-01,,10
45222,Unspecified,2008-09-01,,8
45223,Unspecified,2007-05-01,,10
45224,Unspecified,2009-04-01,,8
45225,Unspecified,2012-01-01,,5
45226,Unspecified,2011-08-01,,6
45227,Unspecified,2009-01-01,,8
45228,Unspecified,2007-11-01,,9
45229,Unspecified,2007-01-01,,10
45230,Unspecified,2007-03-01,,10
45231,Unspecified,2008-03-01,,9
45232,Unspecified,2006-07-01,,9
45233,Unspecified,2011-12-01,,5
45234,Unspecified,2008-04-01,,9
45235,Unspecified,2010-02-01,,7
45236,Unspecified,2007-12-01,,9
45237,Unspecified,2008-09-01,,9
45238,Unspecified,2010-04-01,,7
45239,Unspecified,2007-06-01,,10
45240,Unspecified,2010-09-01,,6
45241,Unspecified,2012-02-01,,5
45242,Unspecified,2006-10-01,,10
45243,Unspecified,2007-09-01,,9
45244,Unspecified,2008-12-01,,8
587,Unspecified,2009-05-01,,9
45245,Unspecified,2011-01-01,,6
45246,Unspecified,2007-08-01,,10
45247,Unspecified,2011-05-01,,6
45248,Unspecified,2010-12-01,,6
45249,Unspecified,2010-01-01,,7
45250,Unspecified,2007-07-01,,10
45251,Unspecified,2006-09-01,,10
45252,Unspecified,2009-06-01,,8
45253,Unspecified,2008-08-01,,9
45254,Unspecified,2007-06-01,,10
45255,Unspecified,2008-01-01,,9
45256,Unspecified,2011-07-01,,6
9345,Unspecified,2008-05-01,,6
45257,Unspecified,2010-12-01,,6
45258,Unspecified,2008-11-01,,8
45259,Unspecified,2006-09-01,,10
45260,Unspecified,2009-09-01,,7
45261,Unspecified,2009-04-01,,8
45262,Unspecified,2008-06-01,,9
45263,Unspecified,2009-03-01,,8
45264,Unspecified,2007-04-01,,10
45265,Unspecified,2009-04-01,,8
45266,Unspecified,2010-04-01,,7
45267,Unspecified,2008-11-01,,8
45268,Unspecified,2012-08-01,,5
45269,Unspecified,2010-01-01,,7
45270,Unspecified,2011-07-01,,6
45271,Unspecified,2010-06-01,,7
45272,Unspecified,2008-10-01,,8
840,Unspecified,2010-06-01,,7
45273,Unspecified,2011-06-01,,6
45274,Unspecified,2009-04-01,,8
45275,Unspecified,2007-05-01,,10
45276,Unspecified,2008-11-01,,8
45277,Unspecified,2008-09-01,,8
45278,Unspecified,2011-02-01,,6
45279,Unspecified,2009-01-01,,8
45280,Unspecified,2007-09-01,,9
45281,Unspecified,2008-02-01,,9
45282,Unspecified,2008-09-01,,9
45283,Unspecified,2008-11-01,,8
45284,Unspecified,2009-01-01,,8
45285,Unspecified,2008-01-01,,9
45286,Unspecified,2008-10-01,,8
45287,Unspecified,2008-04-01,,9
45288,Unspecified,2008-09-01,,8
45289,Unspecified,2008-12-01,,8
45290,Unspecified,2008-06-01,,9
45291,Unspecified,2007-09-01,,9
45292,Unspecified,2007-08-01,,10
45293,Unspecified,2010-02-01,,7
45294,Unspecified,2009-07-01,,8
45295,Unspecified,2008-09-01,,8
45296,Unspecified,2006-12-01,,10
45297,Unspecified,2007-06-01,,10
45298,Unspecified,2009-07-01,,8
45299,Unspecified,2012-04-01,,5
45300,Unspecified,2007-01-01,,10
957,Unspecified,2007-09-01,,9
45301,Unspecified,2008-05-01,,9
45302,Unspecified,2006-11-01,,8
45303,Unspecified,2008-04-01,,9
45304,Unspecified,2011-02-01,,6
45305,Unspecified,2007-05-01,,10
45306,Unspecified,2010-02-01,,7
45307,Unspecified,2008-12-01,,8
45308,Unspecified,2008-02-01,,6
45309,Unspecified,2010-03-01,,7
45310,Unspecified,2012-09-01,,5
45311,Unspecified,2010-03-01,,5
45312,Unspecified,2008-03-01,,9
45313,Unspecified,2007-07-01,,10
45314,Unspecified,2009-07-01,,8
45315,Unspecified,2009-05-01,,8
45316,Unspecified,2008-01-01,,9
45317,Unspecified,2008-10-01,,8
45318,Unspecified,2006-10-01,,10
45319,Unspecified,2009-05-01,,8
45320,Unspecified,2009-01-01,,8
45321,Unspecified,2008-03-01,,9
45322,Unspecified,2006-10-01,,10
45323,Unspecified,2009-10-01,,7
45324,Unspecified,2010-06-01,,7
45325,Unspecified,2009-04-01,,8
45326,Unspecified,2009-10-01,,7
45327,Unspecified,2007-06-01,,10
45328,Unspecified,2008-09-01,,8
45329,Unspecified,2008-12-01,,8
45330,Unspecified,2008-12-01,,8
45331,Unspecified,2009-06-01,,8
45332,Unspecified,2009-11-01,,7
45333,Unspecified,2007-07-01,,10
45334,Unspecified,2010-10-01,,6
45335,Unspecified,2008-06-01,,9
45336,Unspecified,2010-09-01,,6
45337,Unspecified,2008-09-01,,8
607,Unspecified,2010-12-01,,7
45338,Unspecified,2008-06-01,,9
45339,Unspecified,2007-09-01,,9
45340,Unspecified,2007-09-01,,9
45341,Unspecified,2008-06-01,,9
45342,Unspecified,2009-11-01,,7
45343,Unspecified,2009-04-01,,8
45344,Unspecified,2007-11-01,,9
45345,Unspecified,2010-11-01,,6
45346,Unspecified,2008-10-01,,8
45347,Unspecified,2009-01-01,,8
45348,Unspecified,2009-11-01,,7
45349,Unspecified,2010-06-01,,7
45350,Unspecified,2010-05-01,,7
45351,Unspecified,2008-01-01,,9
45352,Unspecified,2008-10-01,,8
45353,Unspecified,2008-04-01,,9
45354,Unspecified,2010-10-01,,6
45355,Unspecified,2012-03-01,,5
45356,Unspecified,2008-02-01,,9
45357,Unspecified,2006-09-01,,10
45358,Unspecified,2007-12-01,,9
45359,Unspecified,2007-02-01,,10
45360,Unspecified,2010-09-01,,6
45361,Unspecified,2009-09-01,,7
45362,Unspecified,2007-08-01,,10
45363,Unspecified,2009-01-01,,8
45364,Unspecified,2008-10-01,,8
45365,Unspecified,2008-07-01,,9
45366,Unspecified,2009-04-01,,8
45367,Unspecified,2010-11-01,,6
45368,Unspecified,2010-07-01,,7
45369,Unspecified,2010-05-01,,7
45370,Unspecified,2007-05-01,,10
45371,Unspecified,2007-05-01,,10
45372,Unspecified,2008-11-01,,8
45373,Unspecified,2008-08-01,,9
45374,Unspecified,2009-03-01,,8
45375,Unspecified,2008-11-01,,8
45376,Unspecified,2009-02-01,,8
45377,Unspecified,2009-06-01,,8
45378,Unspecified,2007-08-01,,10
45379,Unspecified,2009-05-01,,8
45380,Unspecified,2007-11-01,,9
45381,Unspecified,2010-10-01,,6
45382,Unspecified,2008-09-01,,8
45383,Unspecified,2007-08-01,,10
45384,Unspecified,2006-12-01,,10
45385,Unspecified,2007-01-01,,10
45386,Unspecified,2010-03-01,,7
45387,Unspecified,2008-09-01,,8
45388,Unspecified,2009-05-01,,8
45389,Unspecified,2010-02-01,,7
45390,Unspecified,2009-08-01,,8
45391,Unspecified,2009-07-01,,8
45392,Unspecified,2008-09-01,,9
45393,Unspecified,2007-12-01,,9
45394,Unspecified,2007-02-01,,10
45395,Unspecified,2012-06-01,,5
45396,Unspecified,2008-03-01,,9
45397,Unspecified,2006-12-01,,10
45398,Unspecified,2006-12-01,,10
45399,Unspecified,2008-01-01,,9
45400,Unspecified,2010-06-01,,7
45401,Unspecified,2009-06-01,,8
45402,Unspecified,2007-02-01,,10
45403,Unspecified,2009-01-01,,8
45404,Unspecified,2007-07-01,,10
45405,Unspecified,2010-01-01,,7
45406,Unspecified,2008-12-01,,8
45407,Unspecified,2008-12-01,,8
45408,Unspecified,2010-05-01,,7
45409,Unspecified,2008-02-01,,9
45410,Unspecified,2007-12-01,,9
45411,Unspecified,2011-07-01,,6
45412,Unspecified,2021-11-01,,7
45413,Unspecified,2009-08-01,,8
45414,Unspecified,2008-01-01,,9
45415,Unspecified,2008-12-01,,8
45416,Unspecified,2008-01-01,,9
45417,Unspecified,2009-03-01,,8
45418,Unspecified,2008-07-01,,9
45419,Unspecified,2009-08-01,,8
45420,Unspecified,2009-07-01,,8
45421,Unspecified,2009-06-01,,8
45422,Unspecified,2008-09-01,,8
45423,Unspecified,2012-09-01,,5
45424,Unspecified,2008-04-01,,9
45425,Unspecified,2007-09-01,,9
45426,Unspecified,2007-01-01,,10
45427,Unspecified,2010-05-01,,7
45428,Unspecified,2009-01-01,,8
45429,Unspecified,2011-05-01,,6
45430,Unspecified,2007-10-01,,9
45431,Unspecified,2010-12-01,,6
45432,Unspecified,2007-11-01,,9
45433,Unspecified,2011-07-01,,6
45434,Unspecified,2009-05-01,,8
45435,Unspecified,2007-09-01,,9
45436,Unspecified,2007-04-01,,10
45437,Unspecified,2008-08-01,,9
45438,Unspecified,2009-04-01,,8
45439,Unspecified,2007-04-01,,10
45440,Unspecified,2010-07-01,,7
45441,Unspecified,2010-01-01,,7
7337,Unspecified,2010-06-01,,8
45442,Unspecified,2009-02-01,,8
45443,Unspecified,2010-11-01,,6
45444,Unspecified,2010-02-01,,7
45445,Unspecified,2006-12-01,,10
45446,Unspecified,2008-01-01,,9
45447,Unspecified,2008-03-01,,9
45448,Unspecified,2010-05-01,,7
45449,Unspecified,2011-05-01,,6
45450,Unspecified,2007-01-01,,10
45451,Unspecified,2008-09-01,,6
45452,Unspecified,2008-12-01,,8
45453,Unspecified,2007-09-01,,9
45454,Unspecified,2006-12-01,,10
45455,Unspecified,2008-06-01,,9
45456,Unspecified,2007-05-01,,10
211,Unspecified,2007-07-01,,11
45457,Unspecified,2007-03-01,,10
760,Unspecified,2011-06-01,,6
45458,Unspecified,2007-04-01,,10
45459,Unspecified,2008-01-01,,9
45460,Unspecified,2010-09-01,,6
45461,Unspecified,2008-03-01,,9
45462,Unspecified,2009-06-01,,8
45463,Unspecified,2008-10-01,,8
45464,Unspecified,2006-10-01,,10
45465,Unspecified,2009-06-01,,8
45466,Unspecified,2009-02-01,,8
45467,Unspecified,2007-11-01,,9
45468,Unspecified,2010-11-01,,6
45469,Unspecified,2008-01-01,,9
45470,Unspecified,2006-09-01,,10
45471,Unspecified,2007-09-01,,9
45472,Unspecified,2007-02-01,,10
45473,Unspecified,2008-10-01,,8
45474,Unspecified,2008-02-01,,9
45475,Unspecified,2008-07-01,,9
45476,Unspecified,2008-02-01,,9
2600,Unspecified,2010-06-01,,7
4185,Unspecified,2011-02-01,,7
45477,Unspecified,2007-07-01,,10
45478,Unspecified,2008-09-01,,8
45479,Unspecified,2007-08-01,,10
45480,Male,2006-11-01,,11
45481,Unspecified,2006-07-01,,9
45482,Unspecified,2007-06-01,,10
45483,Unspecified,2008-09-01,,8
45484,Unspecified,2010-02-01,,7
45485,Unspecified,2010-09-01,,6
45486,Unspecified,2010-04-01,,7
45487,Unspecified,2009-07-01,,8
45488,Unspecified,2011-01-01,,6
45489,Unspecified,2008-07-01,,9
45490,Unspecified,2007-01-01,,10
45491,Unspecified,2006-09-01,,10
45492,Unspecified,2008-01-01,,9
45493,Unspecified,2007-08-01,,10
45494,Unspecified,2008-02-01,,9
45495,Unspecified,2007-01-01,,10
45496,Unspecified,2007-10-01,,9
45497,Unspecified,2009-09-01,,7
45498,Unspecified,2009-06-01,,8
45499,Unspecified,2007-04-01,,10
45500,Unspecified,2008-02-01,,9
45501,Unspecified,2007-02-01,,10
45502,Unspecified,2011-11-01,,5
45503,Unspecified,2011-07-01,,6
45504,Unspecified,2007-12-01,,9
45505,Unspecified,2006-09-01,,10
45506,Unspecified,2006-12-01,,10
45507,Unspecified,2009-03-01,,8
45508,Unspecified,2006-01-01,,11
45509,Unspecified,2011-07-01,,6
45510,Unspecified,2007-11-01,,9
45511,Unspecified,2009-08-01,,8
45512,Unspecified,2010-03-01,,7
45513,Unspecified,2007-11-01,,9
45514,Unspecified,2009-08-01,,8
45515,Unspecified,2008-08-01,,9
45516,Unspecified,2008-12-01,,8
45517,Unspecified,2011-08-01,,6
45518,Unspecified,2011-10-01,,5
45519,Unspecified,2007-02-01,,10
45520,Unspecified,2011-12-01,,5
45521,Unspecified,2009-06-01,,8
45522,Unspecified,2009-12-01,,7
45523,Unspecified,2006-12-01,,10
45524,Unspecified,2011-06-01,,6
45525,Unspecified,2006-11-01,,10
45526,Unspecified,2010-03-01,,7
45527,Unspecified,2009-07-01,,8
45528,Unspecified,2007-12-01,,9
45529,Unspecified,2007-07-01,,10
45530,Unspecified,2009-09-01,,7
45531,Unspecified,2008-11-01,,8
45532,Unspecified,2007-07-01,,10
45533,Unspecified,2006-10-01,,10
45534,Unspecified,2008-11-01,,8
45535,Unspecified,2007-03-01,,10
45536,Unspecified,2009-01-01,,8
45537,Unspecified,2007-02-01,,10
45538,Unspecified,2008-03-01,,9
45539,Unspecified,2009-05-01,,8
45540,Unspecified,2007-12-01,,9
45541,Unspecified,2009-01-01,,8
45542,Unspecified,2008-05-01,,9
45543,Unspecified,2008-01-01,,9
45544,Unspecified,2010-06-01,,7
45545,Unspecified,2016-09-01,,9
45546,Unspecified,2008-03-01,,9
45547,Unspecified,2008-06-01,,9
45548,Unspecified,2008-12-01,,6
45549,Unspecified,2007-09-01,,9
45550,Unspecified,2011-03-01,,6
45551,Unspecified,2009-07-01,,8
45552,Unspecified,2008-07-01,,9
45553,Unspecified,2009-01-01,,8
45554,Unspecified,2009-12-01,,7
45555,Unspecified,2008-01-01,,9
518,Unspecified,2009-06-01,,9
45556,Unspecified,2008-07-01,,9
45557,Unspecified,2009-08-01,,8
45558,Unspecified,2008-11-01,,8
45559,Unspecified,2008-09-01,,8
45560,Unspecified,2008-11-01,,8
45561,Unspecified,2011-05-01,,6
45562,Unspecified,2009-05-01,,8
45563,Unspecified,2008-08-01,,9
45564,Unspecified,2011-01-01,,6
45565,Unspecified,2009-04-01,,8
45566,Unspecified,2009-06-01,,8
45567,Unspecified,2006-12-01,,10
45568,Unspecified,2007-12-01,,9
45569,Unspecified,2011-07-01,,6
45570,Unspecified,2010-05-01,,7
45571,Unspecified,2009-05-01,,8
45572,Unspecified,2008-10-01,,8
45573,Unspecified,2007-04-01,,10
45574,Unspecified,2008-12-01,,8
45575,Unspecified,2005-05-01,,8
45576,Unspecified,2008-09-01,,8
45577,Unspecified,2008-07-01,,9
45578,Unspecified,2009-07-01,,8
45579,Unspecified,2007-11-01,,9
45580,Unspecified,2009-07-01,,8
45581,Unspecified,2009-04-01,,8
45582,Unspecified,2009-04-01,,8
45583,Unspecified,2009-03-01,,8
45584,Unspecified,2009-08-01,,8
45585,Unspecified,2008-10-01,,8
45586,Unspecified,2008-12-01,,8
45587,Unspecified,2008-08-01,,8
45588,Unspecified,2009-10-01,,7
45589,Unspecified,2009-08-01,,8
45590,Unspecified,2009-03-01,,5
45591,Unspecified,2008-10-01,,8
45592,Unspecified,2006-10-01,,10
45593,Unspecified,2011-05-01,,6
45594,Unspecified,2009-09-01,,7
45595,Unspecified,2008-08-01,,9
45596,Unspecified,2009-02-01,,8
45597,Unspecified,2007-12-01,,9
45598,Unspecified,2010-12-01,,6
45599,Unspecified,2009-09-01,,7
45600,Unspecified,2007-05-01,,10
45601,Unspecified,2008-12-01,,8
45602,Unspecified,2009-03-01,,8
45603,Unspecified,2012-02-01,,5
45604,Unspecified,2008-01-01,,9
45605,Unspecified,2011-02-01,,6
45606,Unspecified,2008-04-01,,9
45607,Unspecified,2006-10-01,,10
45608,Unspecified,2007-08-01,,10
45609,Unspecified,2008-09-01,,8
45610,Unspecified,2009-10-01,,7
45611,Unspecified,2007-12-01,,9
45612,Unspecified,2010-08-01,,7
45613,Unspecified,2013-12-01,,5
45614,Unspecified,2012-05-01,,5
45615,Unspecified,2008-06-01,,9
45616,Unspecified,2009-04-01,,8
45617,Unspecified,2008-10-01,,8
45618,Unspecified,2009-01-01,,8
45619,Unspecified,2007-12-01,,9
45620,Unspecified,2009-07-01,,8
45621,Unspecified,2009-02-01,,8
45622,Unspecified,2006-12-01,,10
45623,Unspecified,2009-12-01,,7
45624,Unspecified,2009-05-01,,8
45625,Unspecified,2009-09-01,,7
45626,Unspecified,2010-06-01,,7
45627,Unspecified,2007-02-01,,10
45628,Unspecified,2009-03-01,,8
45629,Unspecified,2009-06-01,,8
45630,Unspecified,2007-12-01,,9
45631,Unspecified,2009-05-01,,8
45632,Unspecified,2007-12-01,,9
45633,Unspecified,2010-04-01,,7
45634,Unspecified,2008-03-01,,9
45635,Unspecified,2009-05-01,,8
45636,Unspecified,2009-07-01,,8
45637,Unspecified,2009-07-01,,8
45638,Unspecified,2008-09-01,,8
45639,Unspecified,2007-12-01,,9
45640,Unspecified,2009-05-01,,8
45641,Unspecified,2006-11-01,,10
45642,Unspecified,2008-01-01,,9
45643,Unspecified,2010-04-01,,7
45644,Unspecified,2006-10-01,,10
45645,Unspecified,2010-11-01,,6
45646,Unspecified,2010-02-01,,7
45647,Unspecified,2009-05-01,,8
45648,Unspecified,2008-05-01,,9
45649,Unspecified,2009-11-01,,7
45650,Unspecified,2007-07-01,,10
45651,Unspecified,2007-02-01,,10
45652,Unspecified,2009-06-01,,7
45653,Unspecified,2012-06-01,,5
45654,Unspecified,2008-05-01,,9
45655,Unspecified,2009-05-01,,8
45656,Unspecified,2008-02-01,,9
45657,Unspecified,2007-12-01,,9
45658,Unspecified,2011-06-01,,6
45659,Unspecified,2007-05-01,,10
45660,Unspecified,2010-08-01,,7
45661,Unspecified,2007-09-01,,9
45662,Unspecified,2010-08-01,,7
45663,Unspecified,2008-09-01,,8
45664,Unspecified,2010-04-01,,7
45665,Unspecified,2009-07-01,,8
45666,Unspecified,2013-05-01,,5
1265,Unspecified,2009-11-01,,7
45667,Unspecified,2009-08-01,,8
45668,Unspecified,2008-08-01,,9
45669,Unspecified,2011-07-01,,6
45670,Unspecified,2009-07-01,,8
45671,Unspecified,2008-10-01,,8
45672,Unspecified,2011-05-01,,6
45673,Unspecified,2008-12-01,,8
45674,Unspecified,2010-03-01,,7
45675,Unspecified,2009-08-01,,8
45676,Unspecified,2008-10-01,,8
45677,Unspecified,2009-04-01,,8
45678,Unspecified,2008-09-01,,8
45679,Unspecified,2010-01-01,,7
45680,Unspecified,2007-03-01,,10
45681,Unspecified,2007-08-01,,10
45682,Unspecified,2010-04-01,,7
45683,Unspecified,2008-05-01,,9
45684,Unspecified,2008-09-01,,8
45685,Unspecified,2009-05-01,,8
45686,Unspecified,2010-10-01,,6
45687,Unspecified,2008-04-01,,9
45688,Unspecified,2010-12-01,,6
45689,Unspecified,2009-08-01,,8
45690,Unspecified,2007-04-01,,10
45691,Unspecified,2007-08-01,,10
45692,Unspecified,2007-09-01,,9
45693,Unspecified,2007-10-01,,9
45694,Unspecified,2009-02-01,,8
45695,Unspecified,2007-08-01,,10
45696,Unspecified,2006-10-01,,10
45697,Unspecified,2007-06-01,,10
45698,Unspecified,2004-12-01,,9
45699,Unspecified,2011-03-01,,6
45700,Unspecified,2008-12-01,,8
45701,Unspecified,2009-03-01,,8
45702,Unspecified,2007-01-01,,10
45703,Unspecified,2007-04-01,,10
45704,Unspecified,2008-11-01,,8
45705,Unspecified,2008-04-01,,9
45706,Unspecified,2008-11-01,,8
45707,Unspecified,2008-09-01,,6
45708,Unspecified,2008-11-01,,8
45709,Unspecified,2008-09-01,,6
45710,Unspecified,2008-09-01,,6
45711,Unspecified,2008-09-01,,6
45712,Unspecified,2009-04-01,,8
45713,Unspecified,2009-03-01,,8
45714,Unspecified,2008-09-01,,6
45715,Unspecified,2008-02-01,,9
45716,Unspecified,2011-04-01,,6
45717,Unspecified,2009-01-01,,8
45718,Unspecified,2007-12-01,,9
45719,Unspecified,2008-01-01,,9
45720,Unspecified,2007-04-01,,10
45721,Unspecified,2007-01-01,,10
45722,Unspecified,2008-09-01,,8
45723,Unspecified,2009-04-01,,8
45724,Unspecified,2011-06-01,,6
45725,Unspecified,2009-07-01,,8
45726,Unspecified,2009-05-01,,8
45727,Unspecified,2009-01-01,,5
45728,Unspecified,2008-05-01,,9
45729,Unspecified,2008-09-01,,6
45730,Unspecified,2008-05-01,,9
45731,Unspecified,2007-04-01,,10
45732,Unspecified,2008-06-01,,9
45733,Unspecified,2008-10-01,,8
45734,Unspecified,2006-12-01,,10
45735,Unspecified,2008-09-01,,6
45736,Unspecified,2008-09-01,,6
45737,Unspecified,2008-08-01,,9
45738,Unspecified,2009-01-01,,8
45739,Unspecified,2008-09-01,,8
45740,Unspecified,2008-09-01,,6
45741,Unspecified,2009-05-01,,8
425,Unspecified,2008-12-01,,8
45742,Unspecified,2007-04-01,,10
45743,Unspecified,2009-06-01,,8
45744,Unspecified,2006-10-01,,10
45745,Unspecified,2011-10-01,,5
45746,Unspecified,2010-06-01,,7
45747,Unspecified,2009-07-01,,8
45748,Unspecified,2009-04-01,,8
45749,Unspecified,2006-09-01,,10
45750,Unspecified,2007-08-01,,10
45751,Unspecified,2008-12-01,,8
45752,Unspecified,2008-10-01,,8
